"","link","nombre","direccion","localidad","provincia","pais","telefono","google_link","coordenadas","web_oficial"
"102","http://www.alternativateatral.com.ar/espacio4026-abremate-centro-interactivo-de-ciencia-y-tecnologia","ABREMATE CENTRO INTERACTIVO DE CIENCIA Y TECNOLOGÍA","Hipólito Yrigoyen 5692 - Remedios de Escalada","Lanús","Buenos Aires","Argentina","4247 4485","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Hip%C3%B3lito+Yrigoyen+5692+%2D+Remedios+de+Escalada%2C+Lan%C3%BAs%2C+Argentina","0","NaN"
"103","http://www.alternativateatral.com.ar/espacio1615-casa-del-pueblo","CASA DEL PUEBLO","Sarmiento 1710","Lanús Este","Buenos Aires","Argentina","4249-5485","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Sarmiento+1710%2C+Lan%C3%BAs+Este%2C+Argentina","0","NaN"
"104","http://www.alternativateatral.com.ar/espacio739-casa-de-la-cultura-de-valentin-alsina","CASA DE LA CULTURA DE VALENTIN ALSINA","Diagonal Colpayo 753","Lanús Oeste","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Diagonal+Colpayo+753%2C+Lan%C3%BAs+Oeste%2C+Argentina","0","NaN"
"105","http://www.alternativateatral.com.ar/espacio4258-espacio-teatral-del-borde","ESPACIO TEATRAL DEL BORDE","Bernardo de Yrigoyen 572","las Flores","Buenos Aires","Argentina","(02244) 441926","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Bernardo+de+Yrigoyen+572%2C+las+Flores%2C+Argentina","0","NaN"
"106","http://www.alternativateatral.com.ar/espacio1184-salon-cultural-de-la-sociedad-de-fomento-gral-san-martin","SALÓN CULTURAL DE LA SOCIEDAD DE FOMENTO GRAL. SAN MARTÍN","Avda. Cobo 241","Lezama","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Avda%2E+Cobo+241%2C+Lezama%2C+Argentina","0","NaN"
"107","http://www.alternativateatral.com.ar/espacio759-ateneo-cutural","ATENEO CUTURAL","Calle Drago 948","Lincoln","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Calle+Drago+948%2C+Lincoln%2C+Argentina","0","NaN"
"108","http://www.alternativateatral.com.ar/espacio7360-casa-cultural-carlos-fuentealba","CASA CULTURAL CARLOS FUENTEALBA","Aristóbulo del Valle 176","Llavallol","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Arist%C3%B3bulo+del+Valle+176%2C+Llavallol%2C+Argentina","0","NaN"
"109","http://www.alternativateatral.com.ar/espacio7093-biblioteca-sarmiento","BIBLIOTECA SARMIENTO","Salgado Oeste 143","Lobos","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Salgado+Oeste+143%2C+Lobos%2C+Argentina","0","NaN"
"110","http://www.alternativateatral.com.ar/espacio455-anfiteatro-faust-rocha","ANFITEATRO FAUST ROCHA","Manuel Castro 258","Lomas de Zamora","Buenos Aires","Argentina","4239-9700","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Manuel+Castro+258%2C+Lomas+de+Zamora%2C+Argentina","0","NaN"
"111","http://www.alternativateatral.com.ar/espacio6228-el-camino-bar","EL CAMINO BAR","Av Juan Manuel De Rosas 399","Lomas del Mirador","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Av+Juan+Manuel+De+Rosas+399%2C+Lomas+del+Mirador%2C+Argentina","0","NaN"
"112","http://www.alternativateatral.com.ar/espacio6635-espacio-estelar","ESPACIO ESTELAR","Boulogne Sur Mer 1135","Longchamps","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Boulogne+Sur+Mer+1135%2C+Longchamps%2C+Argentina","0","NaN"
"113","http://www.alternativateatral.com.ar/espacio6134-guayacan","GUAYACÁN","AV. San Martín 226","Los Cardales","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=AV%2E+San+Mart%C3%ADn+226%2C+Los+Cardales%2C+Argentina","0","NaN"
"114","http://www.alternativateatral.com.ar/espacio4808-campus-de-la-ungs","CAMPUS DE LA UNGS","Juan María Gutierrez 1150","Los Polvorines","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Juan+Mar%C3%ADa+Gutierrez+1150%2C+Los+Polvorines%2C+Argentina","0","NaN"
"115","http://www.alternativateatral.com.ar/espacio4973-cine-teatro-soc-italiana-de-soc-mutuos","CINE TEATRO - SOC. ITALIANA DE SOC. MUTUOS","Bartolomé Mitre 841","Los Toldos","Buenos Aires","Argentina","(02358) - 442123","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Bartolom%C3%A9+Mitre+841%2C+Los+Toldos%2C+Argentina","0","NaN"
"116","http://www.alternativateatral.com.ar/espacio6617-asociacion-aquilonesa","ASOCIACIÓN AQUILONESA","Mariano Moreno 1351","Luis Guillon","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Mariano+Moreno+1351%2C+Luis+Guillon%2C+Argentina","0","NaN"
"117","http://www.alternativateatral.com.ar/espacio5001-centro-cultural-los-cardales","CENTRO CULTURAL LOS CARDALES","Buenos Aires y Mitre - Los Cardales","Luján","Buenos Aires","Argentina","1566081764","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Buenos+Aires+y+Mitre+%2D+Los+Cardales%2C+Luj%C3%A1n%2C+Argentina","0","NaN"
"118","http://www.alternativateatral.com.ar/espacio2173-teatro-espanol","TEATRO ESPAÑOL","Goenaga entre Rivadavia 875","Magdalena","Buenos Aires","Argentina","(02221) 45-3349","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Goenaga+entre+Rivadavia+875%2C+Magdalena%2C+Argentina","0","NaN"
"119","http://www.alternativateatral.com.ar/espacio4041-casa-municipal-de-cultura-de-cnel-vidal","CASA MUNICIPAL DE CULTURA DE CNEL. VIDAL","Gral. Paz 360","Maipú","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Gral%2E+Paz+360%2C+Maip%C3%BA%2C+Argentina","0","NaN"
"120","http://www.alternativateatral.com.ar/espacio2116-casa-de-la-cultura-manuel-alberti","CASA DE LA CULTURA MANUEL ALBERTI","Irigoyen 217 (esquina Santa Ana)","Manuel Alberti","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Irigoyen+217+%28esquina+Santa+Ana%29%2C+Manuel+Alberti%2C+Argentina","0","NaN"
"121","http://www.alternativateatral.com.ar/espacio2386-cabana-aguas-verdes","CABAÑA AGUAS VERDES","Necochea y 42","Mar Azul","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Necochea+y+42%2C+Mar+Azul%2C+Argentina","0","NaN"
"122","http://www.alternativateatral.com.ar/espacio1870-teatrino-de-mar-de-ajo","TEATRINO DE MAR DE AJO","CALLE. FRANCISCO DE LAS CARRERAS 454","Mar de Ajó","Buenos Aires","Argentina","(02257) 422-999 / 15412602","https://maps.google.com/maps?f=q&hl=es&geocode=&q=CALLE%2E+FRANCISCO+DE+LAS+CARRERAS+454%2C+Mar+de+Aj%C3%B3%2C+Argentina","0","NaN"
"123","http://www.alternativateatral.com.ar/espacio3792-anfiteatro-mar-de-las-pampas","ANFITEATRO MAR DE LAS PAMPAS","Miguel Cané entre El Lucero y El Ceibo","Mar de las Pampas","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Miguel+Can%C3%A9+entre+El+Lucero+y+El+Ceibo%2C+Mar+de+las+Pampas%2C+Argentina","0","NaN"
"124","http://www.alternativateatral.com.ar/espacio7005-601","601","Castelli 601","Mar del Plata","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Castelli+601%2C+Mar+del+Plata%2C+Argentina","0","NaN"
"125","http://www.alternativateatral.com.ar/espacio4586-bar-teatro-el-colonial","BAR TEATRO EL COLONIAL","Calle 74 y 2","Mar del Tuyu","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Calle+74+y+2%2C+Mar+del+Tuyu%2C+Argentina","0","NaN"
"126","http://www.alternativateatral.com.ar/espacio1218-cineteatro-roma","CINE-TEATRO ROMA","AVELLANEDA 1950","Marcos Paz","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=AVELLANEDA+1950%2C+Marcos+Paz%2C+Argentina","0","NaN"
"127","http://www.alternativateatral.com.ar/espacio5111-casa-de-la-cultura-marcos-paz","CASA DE LA CULTURA MARCOS PAZ","9 DE JULIO ESQ. BELGRANO","Marcos Paz","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=9+DE+JULIO+ESQ%2E+BELGRANO%2C+Marcos+Paz%2C+Argentina","0","NaN"
"128","http://www.alternativateatral.com.ar/espacio406-centro-cultural-arte-y-vida","CENTRO CULTURAL ARTE Y VIDA","Remedios de Escalada 6750","Martín Coronado","Buenos Aires","Argentina","11 2826 7489","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Remedios+de+Escalada+6750%2C+Mart%C3%ADn+Coronado%2C+Argentina","0","NaN"
"129","http://www.alternativateatral.com.ar/espacio1355-alianza-francesa-de-martinez","ALIANZA FRANCESA DE MARTINEZ","Pedro Goyena 1926","Martínez","Buenos Aires","Argentina","4792-1922","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Pedro+Goyena+1926%2C+Mart%C3%ADnez%2C+Argentina","0","NaN"
"130","http://www.alternativateatral.com.ar/espacio7181-puente-del-canal-cafiero","PUENTE DEL CANAL CAFIERO","Puente del canal Cafiero","Mechita","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Puente+del+canal+Cafiero%2C+Mechita%2C+Argentina","0","NaN"
"131","http://www.alternativateatral.com.ar/espacio4793-casa-del-bicentenario","CASA DEL BICENTENARIO","-","Mercedes","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=%2D%2C+Mercedes%2C+Argentina","0","NaN"
"132","http://www.alternativateatral.com.ar/espacio3837-av-de-la-calle-real-al-400","AV. DE LA CALLE REAL AL 400","Av. De la calle Real al 400","Merlo","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Av%2E+De+la+calle+Real+al+400%2C+Merlo%2C+Argentina","0","NaN"
"133","http://www.alternativateatral.com.ar/espacio2747-centro-cultural-al-borde","CENTRO CULTURAL AL BORDE","Cobián 50 entre Av. Espora y Greco","Ministro Rivadavia","Buenos Aires","Argentina","4233-3609 / 4297-2257","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Cobi%C3%A1n+50+entre+Av%2E+Espora+y+Greco%2C+Ministro+Rivadavia%2C+Argentina","0","NaN"
"134","http://www.alternativateatral.com.ar/espacio6300-del-bajo","DEL BAJO","S/D","Miramar","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=S%2FD%2C+Miramar%2C+Argentina","0","NaN"
"135","http://www.alternativateatral.com.ar/espacio5723-africa-bar","ÁFRICA BAR","Dorrego 180","Monte Grande","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Dorrego+180%2C+Monte+Grande%2C+Argentina","0","NaN"
"136","http://www.alternativateatral.com.ar/espacio2831-centro-cultural-de-monte-hermoso","CENTRO CULTURAL DE MONTE HERMOSO","--","Monte Hemoso","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=%2D%2D%2C+Monte+Hemoso%2C+Argentina","0","NaN"
"137","http://www.alternativateatral.com.ar/espacio1285-caja-negra","CAJA NEGRA","Dorrego 910","Moreno","Buenos Aires","Argentina","0237-4664515","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Dorrego+910%2C+Moreno%2C+Argentina","0","NaN"
"138","http://www.alternativateatral.com.ar/espacio645-auditorio-general-san-martin","AUDITORIO GENERAL SAN MARTÍN","Cabildo 134 Piso 3","Morón","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Cabildo+134+Piso+3%2C+Mor%C3%B3n%2C+Argentina","0","NaN"
"139","http://www.alternativateatral.com.ar/espacio5760-club-grossville","CLUB GROSSVILLE","Carlos Villate 3675","Munro","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Carlos+Villate+3675%2C+Munro%2C+Argentina","0","NaN"
"140","http://www.alternativateatral.com.ar/espacio2693-candilejas-espacio-cultural","CANDILEJAS ESPACIO CULTURAL","Calle 20 nº 664","Navarro","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Calle+20+n%C2%BA+664%2C+Navarro%2C+Argentina","0","NaN"
"141","http://www.alternativateatral.com.ar/espacio2397-carpas-del-festival-infantil-de-necochea","CARPAS DEL FESTIVAL INFANTIL DE NECOCHEA","Parque Miguel Lillo","Necochea","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Parque+Miguel+Lillo%2C+Necochea%2C+Argentina","0","NaN"
"142","http://www.alternativateatral.com.ar/espacio5179-chamula-tierra-de-las-artes-espacio-independiente","CHAMULA  TIERRA  DE  LAS  ARTES  ESPACIO  INDEPENDIENTE","Coronel Suarez 2540","Olavarria","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Coronel+Suarez+2540%2C+Olavarria%2C+Argentina","0","NaN"
"143","http://www.alternativateatral.com.ar/espacio6195-7-palmeras","7 PALMERAS","San Lorenzo 2240","Olivos","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=San+Lorenzo+2240%2C+Olivos%2C+Argentina","0","NaN"
"144","http://www.alternativateatral.com.ar/espacio2338-jardin-n-929","JARDÍN Nº 929","Barrio Altos de Podestá","Pablo Podestá","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Barrio+Altos+de+Podest%C3%A1%2C+Pablo+Podest%C3%A1%2C+Argentina","0","NaN"
"145","http://www.alternativateatral.com.ar/espacio2231-verydeli-barresto","VERYDELI BAR-RESTÓ","Uriarte y Nicaragua","Palermo Soho","Buenos Aires","Argentina","4773-9398","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Uriarte+y+Nicaragua%2C+Palermo+Soho%2C+Argentina","0","NaN"
"146","http://www.alternativateatral.com.ar/espacio1270-latitud-surf","LATITUD SURF","primer Parador al lado de las Toninas","Partido de la Costa","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=primer+Parador+al+lado+de+las+Toninas%2C+Partido+de+la+Costa%2C+Argentina","0","NaN"
"147","http://www.alternativateatral.com.ar/espacio1769-aprofa","APROFA","Lucía Rueda y Velez Sardfield","Paso del Rey","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Luc%C3%ADa+Rueda+y+Velez+Sardfield%2C+Paso+del+Rey%2C+Argentina","0","NaN"
"148","http://www.alternativateatral.com.ar/espacio5335-escuela-normal-n-1","ESCUELA NORMAL Nº 1","Hernández 250","Pehuajó","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Hern%C3%A1ndez+250%2C+Pehuaj%C3%B3%2C+Argentina","0","NaN"
"149","http://www.alternativateatral.com.ar/espacio1151-casa-de-la-cultura-de-pergamino","CASA DE LA CULTURA DE PERGAMINO","General Paz y San Nicolás","Pergamino","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=General+Paz+y+San+Nicol%C3%A1s%2C+Pergamino%2C+Argentina","0","NaN"
"150","http://www.alternativateatral.com.ar/espacio6773-antares","ANTARES","Panamericana Km 51 Ramal Pilar","Pilar","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Panamericana+Km+51+Ramal+Pilar%2C+Pilar%2C+Argentina","0","NaN"
"151","http://www.alternativateatral.com.ar/espacio6986-danzarte-espacio-cultural","DANZARTE ESPACIO CULTURAL","Eneas y Del Cazón","Pinamar","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Eneas+y+Del+Caz%C3%B3n%2C+Pinamar%2C+Argentina","0","NaN"
"152","http://www.alternativateatral.com.ar/espacio2764-teatro-sociedad-de-fomento-platanos","TEATRO SOCIEDAD DE FOMENTO PLÁTANOS","Calle 157 Nº 4340 (e/43 y 44)","Plátanos","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Calle+157+N%C2%BA+4340+%28e%2F43+y+44%29%2C+Pl%C3%A1tanos%2C+Argentina","0","NaN"
"153","http://www.alternativateatral.com.ar/espacio2263-plaza-nueva-pompeya","PLAZA NUEVA POMPEYA","Av. Sáenz y Ochoa","Pompeya","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Av%2E+S%C3%A1enz+y+Ochoa%2C+Pompeya%2C+Argentina","0","NaN"
"154","http://www.alternativateatral.com.ar/espacio5989-anden-18","ANDÉN 18","Hipólito Yrigoyen 515","Quilmes","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Hip%C3%B3lito+Yrigoyen+515%2C+Quilmes%2C+Argentina","0","NaN"
"155","http://www.alternativateatral.com.ar/espacio4757-aluperan-artes-de-circo","ALUPERAN ARTES DE CIRCO","Viamonte 160","Ramos Mejía","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Viamonte+160%2C+Ramos+Mej%C3%ADa%2C+Argentina","0","NaN"
"156","http://www.alternativateatral.com.ar/espacio1643-museo-historico-regional-marta-ines-martinez","MUSEO HISTORICO REGIONAL MARTA INÉS MARTÍNEZ","Leopoldo Casal N° 3059","Ranchos","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Leopoldo+Casal+N%C2%B0+3059%2C+Ranchos%2C+Argentina","0","NaN"
"157","http://www.alternativateatral.com.ar/espacio2637-club-ranelagh","CLUB RANELAGH","Av. Este 1766","Ranelagh","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Av%2E+Este+1766%2C+Ranelagh%2C+Argentina","0","NaN"
"158","http://www.alternativateatral.com.ar/espacio6575-teatro-candilejas","TEATRO CANDILEJAS","Sarmiento 53","Rauch","Buenos Aires","Argentina","0249 450-9507","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Sarmiento+53%2C+Rauch%2C+Argentina","0","NaN"
"159","http://www.alternativateatral.com.ar/espacio7143-centro-cultural-escalada-de-pie","CENTRO CULTURAL ESCALADA DE PIE","Av. Rosales 954","Remedios de Escalada","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Av%2E+Rosales+954%2C+Remedios+de+Escalada%2C+Argentina","0","NaN"
"160","http://www.alternativateatral.com.ar/espacio1823-galpon-la-minga","GALPÓN LA MINGA","Av. San Martín e Hipólito Yrigoyen","Rojas","Buenos Aires","Argentina","02474 15 400493 / 02475-466627","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Av%2E+San+Mart%C3%ADn+e+Hip%C3%B3lito+Yrigoyen%2C+Rojas%2C+Argentina","0","NaN"
"161","http://www.alternativateatral.com.ar/espacio1957-centro-cultural-de-roque-perez","CENTRO CULTURAL DE ROQUE PÉREZ","Belgrano y Alberdi","Roque Perez","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Belgrano+y+Alberdi%2C+Roque+Perez%2C+Argentina","0","NaN"
"162","http://www.alternativateatral.com.ar/espacio7098-biblioteca-mariano-moreno","BIBLIOTECA MARIANO MORENO","Alfredo Springolo 602","Saenz Peña","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Alfredo+Springolo+602%2C+Saenz+Pe%C3%B1a%2C+Argentina","0","NaN"
"163","http://www.alternativateatral.com.ar/espacio2436-asociacion-espanola-de-socorros-mutuos-y-beneficencia-teatro-espanol","ASOCIACIÓN ESPAÑOLA DE SOCORROS MUTUOS Y BENEFICENCIA (TEATRO ESPAÑOL)","Belgrano 3181","Saladillo","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Belgrano+3181%2C+Saladillo%2C+Argentina","0","NaN"
"164","http://www.alternativateatral.com.ar/espacio5336-cineteatro-sociedad-italiana","CINE-TEATRO SOCIEDAD ITALIANA","Pueyrredón 77","Salliqueló","Buenos Aires","Argentina","(02394) 480350","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Pueyrred%C3%B3n+77%2C+Salliquel%C3%B3%2C+Argentina","0","NaN"
"165","http://www.alternativateatral.com.ar/espacio3063-teatro-del-salto","TEATRO DEL SALTO","Alvear 79","Salto","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Alvear+79%2C+Salto%2C+Argentina","0","NaN"
"166","http://www.alternativateatral.com.ar/espacio7094-biblioteca-popular-y-centro-cultural-juan-bautista-alberdi","BIBLIOTECA POPULAR Y CENTRO CULTURAL JUAN BAUTISTA ALBERDI","Riobamba 2675","San Andrés","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Riobamba+2675%2C+San+Andr%C3%A9s%2C+Argentina","0","NaN"
"167","http://www.alternativateatral.com.ar/espacio3580-cyrano","CYRANO","Adelina Hué 2901","San Andres de Giles","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Adelina+Hu%C3%A9+2901%2C+San+Andres+de+Giles%2C+Argentina","0","NaN"
"168","http://www.alternativateatral.com.ar/espacio7385-biblioteca-popular-mariano-moreno","BIBLIOTECA POPULAR MARIANO MORENO","Alvear 322","San Antonio de Areco","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Alvear+322%2C+San+Antonio+de+Areco%2C+Argentina","0","NaN"
"169","http://www.alternativateatral.com.ar/espacio6222-casa-padua-multiespacio","CASA PADUA MULTIESPACIO","Independencia 725","San Antonio de Padua","Buenos Aires","Argentina","011 6663-1344","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Independencia+725%2C+San+Antonio+de+Padua%2C+Argentina","0","NaN"
"170","http://www.alternativateatral.com.ar/espacio1248-calle-gaboto","CALLE GABOTO","e/ Av. San Bernardo y Hernandarias","San Bernardo","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=e%2F+Av%2E+San+Bernardo+y+Hernandarias%2C+San+Bernardo%2C+Argentina","0","NaN"
"171","http://www.alternativateatral.com.ar/espacio4636-teatro-milagros-de-la-vega","TEATRO MILAGROS DE LA VEGA","SAN MARTÍN 100","San Cayetano","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=SAN+MART%C3%8DN+100%2C+San+Cayetano%2C+Argentina","0","NaN"
"172","http://www.alternativateatral.com.ar/espacio2368-centro-cultural-zona-norte","CENTRO  CULTURAL  ZONA  NORTE","calle  13  nº58  e/1  y  costanera","San Clemente del Tuyu","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=calle++13++n%C2%BA58++e%2F1++y++costanera%2C+San+Clemente+del+Tuyu%2C+Argentina","0","NaN"
"173","http://www.alternativateatral.com.ar/espacio2225-ateneo-popular-esteban-echeverria","ATENEO POPULAR ESTEBAN ECHEVERRÍA","25 de mayo 1168","San fernando","Buenos Aires","Argentina","4744-5742","https://maps.google.com/maps?f=q&hl=es&geocode=&q=25+de+mayo+1168%2C+San+fernando%2C+Argentina","0","NaN"
"174","http://www.alternativateatral.com.ar/espacio6911-actuarte-studio-san-isidro","ACTUARTE STUDIO SAN ISIDRO","Av. Sta Fe 512","San Isidro","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Av%2E+Sta+Fe+512%2C+San+Isidro%2C+Argentina","0","NaN"
"175","http://www.alternativateatral.com.ar/espacio1692-centro-cultural-y-teatro-enrique-pinti","CENTRO CULTURAL Y TEATRO ENRIQUE PINTI","Dr. Ignacio Arieta 2715","San Justo","Buenos Aires","Argentina","4484-7261","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Dr%2E+Ignacio+Arieta+2715%2C+San+Justo%2C+Argentina","0","NaN"
"176","http://www.alternativateatral.com.ar/espacio2572-academia-las-artes","ACADEMIA LAS ARTES","Mitre 3431","San Martín","Buenos Aires","Argentina","47522132","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Mitre+3431%2C+San+Mart%C3%ADn%2C+Argentina","0","NaN"
"177","http://www.alternativateatral.com.ar/espacio1919-museo-juan-manuel-de-rosas","MUSEO JUAN MANUEL DE ROSAS","Dirección: Calle 72 (Diego Pombo) Nº 3324","San Martin - San Andrés","Buenos Aires","Argentina","4830-0683","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Direcci%C3%B3n%3A+Calle+72+%28Diego+Pombo%29+N%C2%BA+3324%2C+San+Martin+%2D+San+Andr%C3%A9s%2C+Argentina","0","NaN"
"178","http://www.alternativateatral.com.ar/espacio4019-centro-cultural-la-lupa","CENTRO CULTURAL LA LUPA","Sargento Cabral 667","San Miguel","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Sargento+Cabral+667%2C+San+Miguel%2C+Argentina","0","NaN"
"179","http://www.alternativateatral.com.ar/espacio998-auditorio-municipal-de-san-nicolas","AUDITORIO MUNICIPAL DE SAN NICOLÁS","Maipú 29","San Nicolás","Buenos Aires","Argentina","03461-423-009","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Maip%C3%BA+29%2C+San+Nicol%C3%A1s%2C+Argentina","0","NaN"
"180","http://www.alternativateatral.com.ar/espacio2149-club-nautico-san-pedro","CLUB NÁUTICO SAN PEDRO","Juan De Garay y Rivadavia","San Pedro","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Juan+De+Garay+y+Rivadavia%2C+San+Pedro%2C+Argentina","0","NaN"
"181","http://www.alternativateatral.com.ar/espacio2209-museo-historico-17-de-octubre-quinta-de-san-vicente","MUSEO HISTORICO -17 DE OCTUBRE- QUINTA DE SAN VICENTE","Lavalle y Eva Perón","San Vicente","Buenos Aires","Argentina","02225 482260","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Lavalle+y+Eva+Per%C3%B3n%2C+San+Vicente%2C+Argentina","0","NaN"
"182","http://www.alternativateatral.com.ar/espacio4630-altos-de-la-costa","ALTOS DE LA COSTA","Acapulco 350","Santa Clara del Mar","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Acapulco+350%2C+Santa+Clara+del+Mar%2C+Argentina","0","NaN"
"183","http://www.alternativateatral.com.ar/espacio6720-anfiteatro-del-camino-del-jagel","ANFITEATRO DEL CAMINO DEL JAGÜEL","Boulevard La Alameda y Av. Entre Rios","Santa Teresita","Buenos Aires","Argentina","NaN","https://maps.google.com/maps?f=q&hl=es&geocode=&q=Boulevard+La+Alameda+y+Av%2E+Entre+Rios%2C+Santa+Teresita%2C+Argentina","0","NaN"
